"Signatura";"Cod. Estado";"Estado";"Cod. Categoria";"Categoria";"Nombre";"Cod. Provincia";"Provincia";"Cod. Municipio";"Municipio";"Comarca";"CP";"Direccion";"Cod. Tipo Via";"Tipo Via";"Via";"Numero";"Email";"Web";"Cod. Grupo";"Grupo";"Cod. Modalidad";"Modalidad";"Habitaciones";"Plazas";"Cod. Cadena";"Cadena";"Fecha Alta";"Fecha Baja";"Periodo";"Dias periodo";
"CV H00745 A";"A";"ALTA";"3";"3 ESTRELLAS";"SOL PELICANOS";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"CALLE GERONA, 45";"C";"CALLE";"GERONA";"45";"sol.pelicanos.ocas@solmelia.com";"http://www.solmelia.com";"H";"HOTEL";"H";"HOTEL";"476";"896";"SOL";"MELI? HOTELS INTERNATIONAL";"04/11/1970"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00665 A";"A";"ALTA";"3";"3 ESTRELLAS";"SOL Y SOMBRA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE FLORIDA, 7";"C";"CALLE";"FLORIDA";"7";"solysombra@medinahoteles.com";"http://www.medinahoteles.com";"H";"HOTEL";"H";"HOTEL";"213";"458";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/11/1970"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00528 A";"A";"ALTA";"0";"PENSI?N";"TABARCA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE RUZAFA, 9";"C";"CALLE";"RUZAFA";"9"; ; ;"P";"PENSI?N";"P";"PENSI?N";"13";"24";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/06/1966"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00614 A";"A";"ALTA";"3";"3 ESTRELLAS";"TANIT";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"AVENIDA ALMENDROS, 1";"AV";"AVENIDA";"ALMENDROS";"1";"info@hoteltanit.com";"www.hoteltanit.com";"H";"HOTEL";"H";"HOTEL";"83";"147";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/11/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00468 A";"A";"ALTA";"2";"2 ESTRELLAS";"TEREMAR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"CALLE GARITA, 18";"C";"CALLE";"GARITA";"18";"info@hotelteremar.com";"http://www.hotelteremar.com";"H";"HOTEL";"H";"HOTEL";"72";"136";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/07/1965"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00353 A";"A";"ALTA";"4";"4 ESTRELLAS";"THE AGIR SPRINGS HOTEL";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA MEDITERRANEO, 11";"AV";"AVENIDA";"MEDITERRANEO";"11";"informacion@hotelagir.com";"http://www.hotelagir.com";"H";"HOTEL";"H";"HOTEL";"78";"158";"MED";"MED PLAYA HOTELS";"01/01/1966"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01333 A";"A";"ALTA";"5";"5 ESTRELLAS";"THE LEVEL AT MELIA VILLAITANA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"AVENIDA DEL ALCALDE EDUARDO ZAPLANA HERN?NDEZ- SORO, 7";"AV";"AVENIDA";"DEL ALCALDE EDUARDO ZAPLANA HERN?NDEZ- SORO";"7";"info@villaitana.com";"http://www.villaitana.com";"H";"HOTEL";"H";"HOTEL";"126";"258";"SOL";"MELI? HOTELS INTERNATIONAL";"14/12/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00934 A";"B";"BAJA";"0";"PENSI?N";"TIO LA PIPA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"CALLE GERANIOS, 9";"C";"CALLE";"GERANIOS";"9"; ; ;"P";"PENSI?N";"P";"PENSI?N";"9";"17";"NCD";"NO PERTENECE A NINGUNA CADENA";"07/03/1975";"30/07/1998";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00607 A";"A";"ALTA";"3";"3 ESTRELLAS";"TORRE DORADA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03502";"CALLE AVILES, 2";"C";"CALLE";"AVILES";"2";"torredorada@servigroup.es";"servigroup.com";"H";"HOTEL";"H";"HOTEL";"243";"632";"SER";"HOTELES SERVIGROUP";"30/10/1969"; ;"01/04 - 31/10";"De Lunes a Domingo"
"CV H00849 A";"A";"ALTA";"3";"3 ESTRELLAS";"VENUS";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA FILIPINAS, 13";"AV";"AVENIDA";"FILIPINAS";"13";"venus@servigroup.es";"servigroup.com";"H";"HOTEL";"H";"HOTEL";"366";"716";"SER";"HOTELES SERVIGROUP";"07/09/1972"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01086 A";"B";"BAJA";"3";"3 ESTRELLAS";"VENUS I";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03503";"AVENIDA FILIPINAS, 13";"AV";"AVENIDA";"FILIPINAS";"13";"venus@servigroup.es"; ;"H";"HOTEL";"H";"HOTEL";"128";"248";"SER";"HOTELES SERVIGROUP";"14/04/1989";"05/05/2016";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01381 A";"A";"ALTA";"4";"4 ESTRELLAS";"VILLA DEL MAR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03500";"AVENIDA ARRMADA ESPA?OLA, 1";"AV";"AVENIDA";"ARRMADA ESPA?OLA";"1";"reservas@hotelvilladelmar.com.es";"https://www.hotelvilladelmar.com.es";"H";"HOTEL";"H";"HOTEL";"105";"212";"NCD";"NO PERTENECE A NINGUNA CADENA";"23/03/2010"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00315 A";"B";"BAJA";"3";"3 ESTRELLAS";"VILLA VENECIA";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PLAZA SAN JAIME, 6";"PL";"PLAZA";"SAN JAIME";"6";"reservas@hoteles-costablanca.com";"http://www.hoteles-costablanca.com";"H";"HOTEL";"H";"HOTEL";"26";"52";"HGC";"GRUPO MAGIC COSTABLANCA";"13/05/1976";"17/11/2003";"01/04 - 31/10";"De Lunes a Domingo"
"CV H01372 A";"A";"ALTA";"5";"5 ESTRELLAS";"VILLA VENECIA BOUTIQUE";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"PLAZA SAN JAIME, 1";"PL";"PLAZA";"SAN JAIME";"1";"reservas@hotelvillavenecia.com";"http://www.hotelvillavenecia.com";"H";"HOTEL";"H";"HOTEL";"22";"42";"NCD";"NO PERTENECE A NINGUNA CADENA";"06/08/2009"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00467 A";"A";"ALTA";"4";"4 ESTRELLAS";"VORAMAR";"03";"ALACANT";"031";"BENIDORM";"LA MARINA BAIXA";"03501";"AVENIDA DE LOS ALMENDROS, 6";"AV";"AVENIDA";"DE LOS ALMENDROS";"6";"info@hotelvoramar.net";"http://www.hotelvoramar.net";"H";"HOTEL";"H";"HOTEL";"137";"264";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/06/1965"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01170 A";"B";"BAJA";"1";"1 ESTRELLA";"SANT MIQUEL";"03";"ALACANT";"033";"BENIFATO";"LA MARINA BAIXA";"03517";"CALLE ACEQUIA, ESQ. C/SAN MIGUEL, 12";"C";"CALLE";"ACEQUIA, ESQ. C/SAN MIGUEL";"12"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"9";"19";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/03/1998";"26/06/2009";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00518 A";"A";"ALTA";"1";"1 ESTRELLA";"EL TRESTELLADOR";"03";"ALACANT";"037";"BENIMANTELL";"LA MARINA BAIXA";"03516";"PDA. TRESTELLADOR, 101"; ; ;"PDA. TRESTELLADOR";"101";"huescarsagra@gmail.com"; ;"HS";"HOSTAL";"HS";"HOSTAL";"10";"19";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/03/1966"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00586 A";"B";"BAJA";"0";"PENSI?N";"LA MONTA?A";"03";"ALACANT";"037";"BENIMANTELL";"LA MARINA BAIXA";"03516";"AVENIDA CAUDILLO, 000";"AV";"AVENIDA";"CAUDILLO";"000"; ; ;"P";"PENSI?N";"P";"PENSI?N";"7";"12";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/10/1967";"30/04/1996";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01489 A";"A";"ALTA";"2";"2 ESTRELLAS";"NASILVANA";"03";"ALACANT";"037";"BENIMANTELL";"LA MARINA BAIXA";"03516";"CALLE TRENCACAMES, 7";"C";"CALLE";"TRENCACAMES";"7";"info@nasilvana.com";"http://www.nasilvana.com";"H";"HOTEL";"H";"HOTEL";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/02/2019"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01254 A";"A";"ALTA";"1";"1 ESTRELLA";"RINC?N DE PEPE";"03";"ALACANT";"037";"BENIMANTELL";"LA MARINA BAIXA";"03516";"CARRETERA POLOP-BENIMANTELL, KM. 7";"CR";"CARRETERA";"POLOP-BENIMANTELL";"KM. 7"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/11/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01425 A";"A";"ALTA";"3";"3 ESTRELLAS";"VIVOOD LANDSCAPE HOTEL";"03";"ALACANT";"037";"BENIMANTELL";"LA MARINA BAIXA";"03516";"CARRETERA GUADALEST-ALCOY, 10";"CR";"CARRETERA";"GUADALEST-ALCOY";"10";"reservas@vivood.com";"https://www.vivood.com";"H";"HOTEL";"H";"HOTEL";"35";"70";"NCD";"NO PERTENECE A NINGUNA CADENA";"17/06/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01295 A";"A";"ALTA";"1";"1 ESTRELLA";"HOSTER?A ELS BANYS";"03";"ALACANT";"038";"BENIMARFULL";"EL COMTAT";"03827";"PARTIDA PRAT";"PD";"PARTIDA";"PRAT"; ; ; ;"HS";"HOSTAL";"SR";"HOSTAL-RESIDENCIA";"10";"22";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/05/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01348 A";"A";"ALTA";"1";"1 ESTRELLA";"CANTACUC";"03";"ALACANT";"039";"BENIMASSOT";"EL COMTAT";"03812";"CALLE RAVAL, 3-5";"C";"CALLE";"RAVAL";"3-5"; ; ;"HS";"HOSTAL";"HS";"HOSTAL";"9";"17";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/01/2008"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01582 A";"A";"ALTA"; ; ;"B&B VISTA MAR";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE LA LLIMERA, 2";"C";"CALLE";"LA LLIMERA";"2";"info@bnbvistamar.com";"https://bnbvistamar.com";"P";"PENSI?N"; ; ;"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"01/12/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00835 A";"A";"ALTA";"0";"PENSI?N";"BALADRAR";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"PARTIDA BALADRAR, S.N";"PD";"PARTIDA";"BALADRAR";"S.N"; ; ;"P";"PENSI?N";"P";"PENSI?N";"6";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/04/1973"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01399 A";"A";"ALTA";"0";"PENSI?N";"CABALLITO DE MAR";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE CANTABRIA - URB. SAN JAIME, 10";"C";"CALLE";"CANTABRIA - URB. SAN JAIME";"10";"info@caballito.es";"https://caballito-de-mar.com";"P";"PENSI?N";"P";"PENSI?N";"9";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/08/2011"; ;"01/03 - 31/10";"De Lunes a Domingo"
"CV H01202 A";"A";"ALTA";"3";"3 ESTRELLAS";"CASES DE SANT JAUME";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"PARTIDA PARATELLA, N? 44 - APARTADO DE CORREOS N? 337, 44";"PD";"PARTIDA";"PARATELLA, N? 44 - APARTADO DE CORREOS N? 337";"44";"info@cases-de-sant-jaume.com";"http://www.cases-de-sant-jaume.com";"H";"HOTEL";"H";"HOTEL";"26";"52";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/05/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00393 A";"B";"BAJA";"0";"PENSI?N";"FUSTERA";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"AVENIDA DEL PARADERO, 5";"AV";"AVENIDA";"DEL PARADERO";"5"; ; ;"P";"PENSI?N";"P";"PENSI?N";"9";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"21/04/1964";"30/12/2003";"01/07 - 30/09";"De Lunes a Domingo"
"CV H01411 A";"A";"ALTA";"2";"2 ESTRELLAS";"LA CASA DEL MACO";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"PARTIDA POU ROIG, 15 A";"PD";"PARTIDA";"POU ROIG";"15 A";"info@casadelmaco.com";"http://casadelmaco.com";"H";"HOTEL";"H";"HOTEL";"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/07/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00699 A";"A";"ALTA";"0";"PENSI?N";"LA FONDA";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE ORXELLES, 36";"C";"CALLE";"ORXELLES";"36";"info@fomdamaria.com";"www.fondamaria.com";"P";"PENSI?N";"P";"PENSI?N";"11";"21";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/12/1969"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01410 A";"A";"ALTA";"2";"2 ESTRELLAS";"LA MADRUGADA";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"PARTIDA BENIMARRAIG, 61 B";"PD";"PARTIDA";"BENIMARRAIG";"61 B";"info@lamadrugada.es";"https://www.lamadrugada.es/es";"H";"HOTEL";"H";"HOTEL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"05/07/2013"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01302 A";"A";"ALTA";"1";"1 ESTRELLA";"MONTEMAR";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"BALADRAR, F-8-9"; ; ;"BALADRAR";"F-8-9";"info@montemarhotel.com";"http://www.montemarhotel.com";"H";"HOTEL";"H";"HOTEL";"10";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/11/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01457 A";"B";"BAJA";"0";"PENSI?N";"No.4 BENISSA";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE ?NGEL, 4";"C";"CALLE";"?NGEL";"4";"info@no4benissa.com";"http://no4benissa.com";"P";"PENSI?N"; ; ;"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"20/03/2017";"09/05/2018";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01565 A";"A";"ALTA"; ; ;"N? 4 BENISSA";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE ANGEL, 4";"C";"CALLE";"ANGEL";"4";"WEBSTER@WEBSTERSL.COM"; ;"P";"PENSI?N"; ; ;"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"08/06/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01219 A";"A";"ALTA";"0";"PENSI?N";"RECIBAR LA TORRE";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"CALLE CAPITAN CABRERA, 3";"C";"CALLE";"CAPITAN CABRERA";"3"; ; ;"P";"PENSI?N";"P";"PENSI?N";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/06/2001"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01340 A";"A";"ALTA";"3";"3 ESTRELLAS";"VILLA RIU BLANC";"03";"ALACANT";"041";"BENISSA";"LA MARINA ALTA";"03720";"PARTIDA BENIMARRAIG, 79";"PD";"PARTIDA";"BENIMARRAIG";"79";"info@villariublanc.es";"https://www.villariublanc.es";"H";"HOTEL";"H";"HOTEL";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/04/2007"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01089 A";"B";"BAJA";"0";"PENSI?N";"ARCO IRIS";"03";"ALACANT";"042";"POBLE NOU DE BENITATXELL, EL/ BENITACHELL";"LA MARINA ALTA";"03726";"CALLE CAPELLETES, 20";"C";"CALLE";"CAPELLETES";"20"; ; ;"P";"PENSI?N";"P";"PENSI?N";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"24/10/1988";"16/12/2021";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01454 A";"A";"ALTA";"2";"2 ESTRELLAS";"HOTEL BULL N BEAR";"03";"ALACANT";"042";"POBLE NOU DE BENITATXELL, EL/ BENITACHELL";"LA MARINA ALTA";"03726";"CALLE CARRER DELS MOLLS, 17";"C";"CALLE";"CARRER DELS MOLLS";"17";"bullnbear@yahoo.com"; ;"H";"HOTEL";"H";"HOTEL";"5";"11";"NCD";"NO PERTENECE A NINGUNA CADENA";"27/12/2016"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01003 A";"B";"BAJA";"0";"PENSI?N";"MIRAMAR";"03";"ALACANT";"042";"POBLE NOU DE BENITATXELL, EL/ BENITACHELL";"LA MARINA ALTA";"03726";"CALLE PADRE PLACIDO, 31";"C";"CALLE";"PADRE PLACIDO";"31"; ; ;"P";"PENSI?N";"P";"PENSI?N";"7";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/05/1979";"09/11/2009";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01258 A";"A";"ALTA";"1";"1 ESTRELLA";"CASTILLO DE BIAR";"03";"ALACANT";"043";"BIAR";"L'ALT VINALOPO/ALTO VINALOPO";"03410";"PARTIDA FANECAES";"PD";"PARTIDA";"FANECAES"; ;"reservas@hotelruralcastillodebiar.com";"http://www.hotelruralcastillodebiar.com";"H";"HOTEL";"H";"HOTEL";"14";"29";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/01/2003"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01338 A";"A";"ALTA";"2";"2 ESTRELLAS";"LA FA?ANA";"03";"ALACANT";"043";"BIAR";"L'ALT VINALOPO/ALTO VINALOPO";"03410";"CALLE CURA REIG, 2";"C";"CALLE";"CURA REIG";"2";"info@lafasana.com";"http://www.lafasana.com";"H";"HOTEL";"H";"HOTEL";"9";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/03/2007"; ; ; 
"CV H01245 A";"A";"ALTA";"1";"1 ESTRELLA";"MAS FONTANELLES";"03";"ALACANT";"043";"BIAR";"L'ALT VINALOPO/ALTO VINALOPO";"03410";"CARRETERA BIAR-BA?ERES, KM. 4";"CR";"CARRETERA";"BIAR-BA?ERES";"KM. 4";"info@masfontanelles.com";"http://www.masfontanelles.com";"H";"HOTEL";"H";"HOTEL";"9";"18";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/07/2002"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01159 A";"B";"BAJA";"3";"3 ESTRELLAS";"VILA DE BIAR";"03";"ALACANT";"043";"BIAR";"L'ALT VINALOPO/ALTO VINALOPO";"03410";"CALLE SAN JOSE, 2";"C";"CALLE";"SAN JOSE";"2";"finca@fanecaes.com";"http://www.fanecaes-alicante.com";"H";"HOTEL";"H";"HOTEL";"42";"84";"NCD";"NO PERTENECE A NINGUNA CADENA";"15/11/1996";"21/02/2007";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01393 A";"A";"ALTA";"4";"4 ESTRELLAS";"VILLA DE BIAR";"03";"ALACANT";"043";"BIAR";"L'ALT VINALOPO/ALTO VINALOPO";"03410";"CALLE SAN JOSE, 2";"C";"CALLE";"SAN JOSE";"2";"reservas@hotelvilladebiar.es";"https://www.hotelvilladebiar.com";"H";"HOTEL";"H";"HOTEL";"39";"80";"NCD";"NO PERTENECE A NINGUNA CADENA";"03/02/2011"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01233 A";"B";"BAJA";"0";"PENSI?N";"CUATRO VIENTOS";"03";"ALACANT";"044";"BIGASTRO";"EL BAIX SEGURA/LA VEGA BAJA";"03380";"CALLE JOAQU?N MOYA MART?NEZ, 2";"C";"CALLE";"JOAQU?N MOYA MART?NEZ";"2"; ; ;"P";"PENSI?N";"P";"PENSI?N";"5";"9";"NCD";"NO PERTENECE A NINGUNA CADENA";"14/01/2002";"27/05/2016";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01585 A";"A";"ALTA";"2";"2 ESTRELLAS";"BOUTIQUE CANELOBRE";"03";"ALACANT";"046";"BUSOT";"L'ALACANTI";"03111";"CALLE LAS GARZAS, 31";"C";"CALLE";"LAS GARZAS";"31";"recepcion@hotelcanelobre.com";"http://hotelboutiquecanelobre.com";"H";"HOTEL";"H";"HOTEL";"8";"16";"NCD";"NO PERTENECE A NINGUNA CADENA";"10/02/2022"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01419 A";"A";"ALTA";"3";"3 ESTRELLAS";"BOUTIQUE HOTEL SIERRA DE ALICANTE";"03";"ALACANT";"046";"BUSOT";"L'ALACANTI";"03111";"PLAZA AYUNTAMIENTO, 13";"PL";"PLAZA";"AYUNTAMIENTO";"13";"info@hotelsierradealicante.com";"http://www.hotel-sierra-de-alicante.com";"H";"HOTEL";"H";"HOTEL";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"18/03/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01554 A";"A";"ALTA";"2";"2 ESTRELLAS";"APARTHOTEL CARRIOSOL";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"URBANIZACI?N CARRIO PARK, 7 C";"UR";"URBANIZACI?N";"CARRIO PARK";"7 C";"javea01@gmail.com";"http://montysrent.com";"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"17";"37";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/02/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01473 A";"B";"BAJA";"4";"4 ESTRELLAS";"APARTHOTEL CARRIOSOL";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"URBANIZACI?N CARRI? PARK, 7 C";"UR";"URBANIZACI?N";"CARRI? PARK";"7 C";"javea01@gmail.com"; ;"H";"HOTEL";"HA";"HOTEL-APARTAMENTO";"17";"38";"NCD";"NO PERTENECE A NINGUNA CADENA";"12/03/2018";"05/11/2018";"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01335 A";"A";"ALTA";"4";"4 ESTRELLAS";"AR DIAMANTE BEACH";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"AVENIDA JUAN CARLOS I, 48";"AV";"AVENIDA";"JUAN CARLOS I";"48";"reservas@ar-hotels.com";"https://www.ar-hotels.com";"H";"HOTEL";"H";"HOTEL";"285";"572";"AR";"AR HOTELS & RESORTS";"20/12/2006"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01299 A";"A";"ALTA";"4";"4 ESTRELLAS";"BAHIA CALPE";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"AVENIDA VALENCIA, 24";"AV";"AVENIDA";"VALENCIA";"24";"reservas.bahiacalpe@torsehoteles.com";"http://www.torsehoteles.com/bahiacalpe";"H";"HOTEL";"H";"HOTEL";"283";"568";"NCD";"NO PERTENECE A NINGUNA CADENA";"04/08/2004"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01579 A";"A";"ALTA";"2";"2 ESTRELLAS";"CALPE";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"CALLE L'ESPORT, 4";"C";"CALLE";"L'ESPORT";"4";"hotelcasadiaynoche@gmail.com"; ;"H";"HOTEL"; ; ;"14";"28";"NCD";"NO PERTENECE A NINGUNA CADENA";"30/09/2021"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01468 A";"A";"ALTA";"2";"2 ESTRELLAS";"CASA DIA Y NOCHE";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"PARTIDA BENICOLADA, 4L";"PD";"PARTIDA";"BENICOLADA";"4L";"calpehostallapaloma@hotmail.com"; ;"H";"HOTEL";"H";"HOTEL";"7";"15";"NCD";"NO PERTENECE A NINGUNA CADENA";"22/08/2017"; ;"01/03 - 30/09";"De Lunes a Domingo"
"CV H01355 A";"A";"ALTA";"0";"PENSI?N";"CASA LA DIFERENCIA";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"URBANIZACI?N LA CANUTA DE IFACH, 45 A";"UR";"URBANIZACI?N";"LA CANUTA DE IFACH";"45 A"; ; ;"P";"PENSI?N";"P";"PENSI?N";"5";"10";"NCD";"NO PERTENECE A NINGUNA CADENA";"19/06/2008"; ;"01/03 - 30/11";"De Lunes a Domingo"
"CV H01433 A";"A";"ALTA";"0";"PENSI?N";"CASA SARDONIX";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"URBANIZACI?N CARRI? 22 B, 49";"UR";"URBANIZACI?N";"CARRI? 22 B";"49";"info@sardonyx.eu";"http://sardonyx.eu";"P";"PENSI?N"; ; ;"4";"8";"NCD";"NO PERTENECE A NINGUNA CADENA";"11/12/2015"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H00757 A";"A";"ALTA";"0";"PENSI?N";"CENTRICA";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"PLAZA IFACH, 5";"PL";"PLAZA";"IFACH";"5";"val4155@hotmail.ru"; ;"P";"PENSI?N";"P";"PENSI?N";"13";"22";"NCD";"NO PERTENECE A NINGUNA CADENA";"26/10/1970"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
"CV H01201 A";"A";"ALTA";"0";"PENSI?N";"CRESPO";"03";"ALACANT";"047";"CALP";"LA MARINA ALTA";"03710";"CALLE LA PINTA, 1";"C";"CALLE";"LA PINTA";"1";"pensioncrespocalpe@gmail.com";"https://pension-crespo-1.jimdosite.com";"P";"PENSI?N";"P";"PENSI?N";"7";"14";"NCD";"NO PERTENECE A NINGUNA CADENA";"13/04/2000"; ;"SIEMPRE ABIERTO";"De Lunes a Domingo"
